url,Question,Answer
https://www.agnoshealth.com/forums/%E0%B8%AB%E0%B8%B9%E0%B8%94%E0%B8%AB%E0%B8%87%E0%B8%AD%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88/1154,มีตุ่ม คิดว่าเป็นหูดขนาดไม่เกิน 5 mm ขึ้นที่โคนอวัยวะและหนังหุ้มอวัยวะเพศชาย ตอนขึ้นเม็ดแรกผมลองบีบออกมามีลักษณะคล้ายก้อนเนื้อ ไม่มีอาการเจ็บหรือคัน ผ่านมา1สัปดาห์ มีเพิ่มเป็น8ตุ่ม ผมเลยไปซื้อยากิน(Acyclovir USP)และยาทา(Vilerm) มาใช้ ผมใช้ยาถูกไหม สามารักษาด้วยตัวเองได้ไหม หรือมีข้อแนะนำไหมครับ,ถ้าเป็นหูดหงอนไก่ ยาที่กล่าวมาจะรักษาไม่ได้ครับ มียาทาสำหรับหูดหงอนไก่อยู่ หาได้ตามร้านขายยาครับผม
https://www.agnoshealth.com/forums/%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B3%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%9C%E0%B8%B4%E0%B8%94%E0%B8%9B%E0%B8%81%E0%B8%95%E0%B8%B4/89,คือเราอายุ16-17แต่ไม่เคยมีประจำเดือนเลยส่วนสูง143น้ำหนัก43มีทุกอย่างเหมือนวัยรุ่นคนอื่นๆแต่ไม่เคยมีประจำเดือนเลยนี่ผิดปกติไหมค่ะเป็นอันตรายไหม,ค่อนข้างช้าผิดปกติแล้วครับ ควรหาเวลาว่างเข้าปรึกษาคุณหมอนรีเวชแล้วครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A1%E0%B8%93%E0%B9%8C%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B9%81%E0%B8%97%E0%B8%A3%E0%B8%81%E0%B8%8B%E0%B9%89%E0%B8%AD%E0%B8%99/438,เวลาที่ตกใจหรือมีเรื่องทำให้ตกใจหรือเครียดจะรู้สึกว่าแน่นหน้าอกหายใจไม่ออก มึนหัวและใจสั่น รู้สึกใจคอไม่ดีและจะนอนไม่หลับ ไม่ทราบว่าเกิดจากอะไรคะ,สวัสดีครับ เวลาที่ตกใจมากๆจะเกิดปฏิกิริยาทางร่างกายทำให้เกิดอาการทางกายหลายอย่างตามมาได้ครับ เช่น ใจสั่น เหงื่อออก หายใจไม่สะดวก แน่นหน้าอก มือเท้าเย็น มือเท้าชา ปวดศีรษะ ปวดท้อง คลื่นไส้ อาเจียน และถ้าหากอาการเหล่านี้เป็นรุนแรงมาก็อาจเข้าเกณฑ์การเป็นโรคแพนิคได้ครับ จากผลคัดกรองที่พบว่ามีอารมณ์ที่ผิดปกติ ร่วมกับอาการต่างๆที่ได้ให้ข้อมูลเพิ่มเติมมา หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลเพื่อตรวจประเมินอาการเพิ่มเติมโดยละเอียดให้ทราบสาเหตุที่แน่ชัดก่อนเพื่อที่จะได้ให้การรักษาได้อย่างเหมาะสมครับ
https://www.agnoshealth.com/forums/%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B9%81%E0%B8%9E%E0%B9%89%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%A3%E0%B8%B8%E0%B8%99%E0%B9%81%E0%B8%A3%E0%B8%87/205,หลังจากหาย covid อาการภูมิแพ้ มีมากขึ้นแพ้อากาศง่าย จนเปนไข้ อาหารที่เคยทานก็แพ้ มีอาการตอบสนองไว เมื่อก่อนไม่เคยแพ้กุ้งแต่ปัจจุบันแพ้ 2 ชม.เริ่มมีอาการและมีอาการเหมือนจะเปนไข้2วันถึงดีขี้น,อาการของคนไข้ อาจเกิดจากภาวะ Long COVID คือ หลังจากหายภาวะโควิด-19 แล้ว จะส่งผลกระทบโดยไปกระตุ้นภูมิคุ้มกันในร่างกายให้มากขึ้น เพราะฉะนั้นในคนที่เป็นภูมิแพ้ บางทีหลังจากหายโควิดก็จะมีอาการภูมิแพ้กำเริบได้ครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%8B%E0%B8%B6%E0%B8%A1%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B9%89%E0%B8%B2/1717,มีอาการเศร้าโศกเสียใจ  อยู่ก็ร้องไห้ ท้อแท้ หดหู่,สวัสดีครับ อาการของคนไข้ มีโอกาสเสี่ยงสูงต่อภาวะซึมเศร้าครับ อาการต่างๆเกิดขึ้นจากความผิดปกติของสารสื่อประสาทในสมอง การรักษาหลักจะเป็นการทานยา ร่วมกับการทำจิดจิตบำบัดโดยจิตแพทย์หรือนักจิตบำบัดครับ เบื้องต้นหมอแนะนำให้ไปปรึกษาจิตแพทย์ที่โรงพยาบาลตามสิทธิรักษา หรือสามารถดูบริการปรึกษานักจิตบำบัด หรือพบจิตแพทย์ออนไลน์ได้ที่ลิ้งค์นี้ครับ https://mall.agnoshealth.com/mental-health-subscription/
https://www.agnoshealth.com/forums/%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B9%E0%B8%81%E0%B8%AA%E0%B8%B1%E0%B8%99%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B8%A7%E0%B8%95%E0%B8%B5%E0%B8%9A/35,ควรทำการรักษาแบบไหนดีครับ ส่วนตัวเป็นโรคสะเก็ดเงินอยู่แล้วด้วย,ลองทานยาแก้ปวดบรรเทาอาการเบื้องต้น แล้วพยายามออกกำลังกายเน้นกล้ามเนื้อส่วนหลังเพื่อให้กล้ามเนื้อแข็งแรง หรือถ้าเป็นมากและรุนแรง แนะนำปรึกษากับคุณหมอกระดูก/คุณหมอกายภาพที่รพ.ครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A1%E0%B8%93%E0%B9%8C%E0%B8%AA%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%B1%E0%B9%89%E0%B8%A7/456,มีผลยังไงกับตัวเองและคนรอบตัวบ้างคะถ้าไม่ได้พบแพทย์,สวัสดีครับ ถ้าหากมีอาการที่เสี่ยงต่อการเป็นโรคอารมณ์สองขั้วและไม่ได้รับการรักษา จะมีความเสี่ยงต่อตนเองคืออารมณ์ที่ผิดปกติอาจทำให้มีผลกระทบต่อการใช้ชีวิต การทำงาน อาจเกิดการตัดสินใจที่ผิดพลาด หุนหันพลันแล่นได้ง่าย รวมถึงมีความเสี่ยงในการทำร้ายตัวเองได้ครับ สำหรับคนรอบข้างอาจมีผลทำให้เกิดปัญหาความสัมพันธ์เนื่องจากความรุนแรงในการแสดงออกของอารมณ์ได้ครับ ดังนั้นในกรณีนี้หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลเพื่อประเมินอาการยืนยันสาเหตุให้แน่ชัดก่อน เพื่อที่จะได้ให้การรักษาได้อย่างเหมาะสมครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A/269,มีก้อนที่รักเเร้สัเกตุได้เเต่คลำไ่ม่พบก้อนคะ กินยาฆ่าเชื้อไ่ม่หายสักทีคะ,ก้อนที่รักแร้มีสาเหตุได้จากหลายอย่าง ทั้งต่อมน้ำเหลืองอักเสบ ต่อมเหงื่ออักเสบ หรือเนื้องอกไขมันก็ได้ ซึ่งหากก้อนเกิดจากการอักเสบ มักจะมีบวมแดงร้อน คลำได้ก้อน และก้อนเจ็บ รักษาด้วยยาฆ่าเชื้อจะดีขึ้น ในกรณีที่ก้อนรักแร้เป็นก้อนนิ่มๆ ไม่แข็ง ไม่เจ็บ มักจะมีสาเหตุจากก้อนเนื้องอกไขมัน การรักษาจะเป็นการผ่าเอาก้อนออกครับ หมอแนะนำให้ไปปรึกษาหมอศัลบกรรมเพื่อตรวจและวางแผนการรักษาต่อไปครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%9A%E0%B8%B2%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99/164,คุณหมอคะ หนูฉี่บ่อย และ ปริมาณออกเยอะมากๆ (กินน้ำ2ลิตรต่อวัน) ตรวจปัสสาวะ ทุกอย่างปกติหมด ไม่มีน้ำตาลในปัสสาวะ ไม่มีโปรตีนรั่ว ไม่มีอะไรเลยค่ะปกติทุกอย่าง เลยไปตรวจเบาหวาน โดยการเจาะเลือด ผลสรุปคือ น้ำตาล86 สำหรับหนูว่ามันสูงมาก ทำไงดีคะ หนูเป็นเบาหวานรึยัง ทำยังไงให้ค่าลดลงได้บ้างคะ จาก86 อยากให้เหลือสัก70กว่าๆค่ะ แนะนำได้ไหมคะ,ค่าปกติของระดับน้ำตาลในเลือดคือไม่เกิน 100 ครับ ค่าน้ำตาลที่ 101-125 ถึงเป็นค่าที่เริ่มผิดปกติเสี่ยงเบาหวาน และค่าที่มากกว่า 125 จึงจะวินิจฉัยว่าเป็นเบาหวานครับ ดังนั้นระดับน้ำตาลของคนไข้จึงอยู่ในเกณฑ์ปกติครับ ไม่ได้เป็นเบาหวาน หากอยากควบคุมระดับน้ำตาลในเลือดให้อยู่ในเกณฑ์ปกติ หมอแนะนำให้ควบคุมการทานของหวาน แป้ง และน้ำตาล ร่วมกับออกกำลังกายสม่ำเสมอครับ
https://www.agnoshealth.com/forums/%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B8%9C%E0%B8%B4%E0%B8%94%E0%B8%9B%E0%B8%81%E0%B8%95%E0%B8%B4%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%81%E0%B8%B4%E0%B8%94%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%AA%E0%B8%9E%E0%B8%95%E0%B8%B4%E0%B8%94/964,ตใช้ยาไอซ์ฉีดเข้าเส้นเลือดดำ 7-8เดือน ใช้ยาอาทิตย์ละประมาณ1-2ครั้ง ตอนี้มีอาการเหนื่อง่าย และมีเสียงวิ้งในหู ผมมีเชื้อ hiv ตอนนี้รับการรักษาอยู่ ช่วง 7-8เดือนนี้กินยาต้านไม่ตรงเวลาบ่อยมาก พยายามเลิก2ครั้งแล้วก็กลับมาเสพอีก อยากทราบว่าการที่ผมมีเชื่อhiv แล้วใช้ยาเสพติดจะส่งผลเสียมากไหมครับ ตอนี้ผมพยายามลด และหยุดใช้ยาอยู่แต่มันยากมากเลยครับ,สวัสดีครับ แค่ลำพังเสพย์ยาอย่างเดียวก็ส่งผลเสียเยอะในตัวเองอยู่แล้วครับ ไม่นับว่ามีโรคประจำตัวร่วมด้วย ถ้ามีใจอยากเลิกจริงๆสามารถไปรักษาที่คลินิกที่ช่วยส่งเสริมให้เลิกยาได้นะครับ ส่วนใหญ่จะเป็นแผนกเฉพาะหรือแผนกจิตเวชตามรพ.ใหญ่ครับ
https://www.agnoshealth.com/forums/%E0%B8%A5%E0%B8%B3%E0%B9%84%E0%B8%AA%E0%B9%89%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A/185,หมอคะ ปัสสาวะตอนกลางคืน คืออะไรหรอคะ ใช่ที่เรานอนหลับอยู่ ต้องลุกไปฉี่ ประมาณนี้ใช่ไหมคะ,อาการปัสสาวะกลางคืน หมายถึง การที่นอนหลับไปแล้ว ต้องตื่นขึ้นมาปัสสาวะกลางดึกครับ โดยคนทั่วไปจะสามารถมีปัสสาวะกลางคืนได้ 1ครั้งต่อคืน หากต้องตื่นไปปัสสาวะมากกว่าสองครั้งขึ้นไปทุกคืนก็จะถือว่าผิดปกติครับ
https://www.agnoshealth.com/forums/%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B3%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%9C%E0%B8%B4%E0%B8%94%E0%B8%9B%E0%B8%81%E0%B8%95%E0%B8%B4/15,คือหนูมีประจำเดือนมาเล็กๆน้อยสีน้ำตาลแบบเหมือนเลือดค้าง แล้วถัดไปก็เป็นประจำเดือนปกติ เดือนนี้เริ่มเป็นสีน้ำตาลอีกรอบละค่ะ กลัวมามันมา2ครั้งแบบนี้จะเป็นอันตรายอะไรไหม,"อาจเป็นเลือดที่ยังค้างอยู่ในมดลูกได้ครับ ซึ่งไม่ได้อันตรายอะไร,, อาการที่ส่งสัญญาณว่าอันตรายคือ ประจำเดือนมาบ่อยกว่าปกติ มามากกว่าปกตื หรือมีอาการปวดท้องน้อยอย่างรุนแรงร่วมกับมีไข้ครับ"
https://www.agnoshealth.com/forums/%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B8%9C%E0%B8%B4%E0%B8%A7%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87/328,เป็นตุ่มเม็ดขึ้นทั่วตามร่างกาย เป็นเม็ด แดง มีอาการคันร่วมด้วย แต่ตุ่มไหนที่หายแล้วจะไม่คัน แต่เปลี่ยนเป็นสีน้ำตาลแล้วจุดนั้นจะเป็นคล้ายๆผิวแห้ง ขึ้นมาประมาน 2 อาทิตย์ จากแรกๆ คุ้นที่ละเม็ด ตอนนี้เริ่มขึ้นทั้งตัว อยู่ๆก็ขึ้นมาเอง,อาการของคนไข้สามารถเกิดได้จากความผิดปกติหลายอย่าง เช่น ผื่นแพ้ผิวหนัง หิวหนังอักเสบระคายเคืองจากสารเคมีต่างๆ หรือผิวหนังอักเสบจากผิวแห้ง เบื้องต้นหมอแนะนำให้ลองทาโลชั่นเพื่อลดอาการผิวแห้ง ร่วมกับทานยาแก้แพ้ เช่น cetirizine หากอาการไม่ดีขึ้นใน 1 สัปดาห์ หรืออาการแย่ลง แนะนำให้ไปปรึกษาแพทย์เฉพาะทางผิวหนังที่โรงพยาบาลหรือคลินิกเพื่อหาสาเหตุเพิ่มเติมครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%A2%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AB%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%83%E0%B8%88%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A/309,อาการบริเวรหน้าอกของหนูมันมาเป็นช่วงๆ อาการมันจะแบบเจ็บจี๊ดเจ็บแปล๊บอะไรงี้อ่ะค่ะ แล้วก็หูอาการก็จะมาเป็นช่วงๆเหมือนกันค่ะ อาการคือมีเสียงจี๊ดดดดดดดดพอหนูเอามือปิดหูค้างไว้3-5วิมันหายค่ะ ทั้งสองมันคืออะไรหรอคะ??,อาการเจ็บแปล๊บๆที่หน้าอก เข้าได้กับกล้ามเนื้อและซี่โครงอักเสบครับ การรักษาหลักจะเป็นการทานยาแก้อักเสบ เช่น ibuprofen ร่วมกับยาคลายกล้ามเนื้อ เช่น Tolperisone ร่วมกับหลีกเลี่ยงการออกแรงหนักๆของแขน อาการจะค่อยๆดีขึ้นใน 3-5 วัน หากอาการไม่ดีขึ้น หรือมีอาการร่วมอื่นๆ เช่น ใจสั่น หน้ามืด แนะนำให้ไปตรวจเพิ่มเติมที่โรงพยาบาลครับ ส่วนอาการเสียงในหู มีสาเหตุได้หลากหลาย หากอาการรบกวนชีวิตประจำวัน หมอแนะนำให้ไปตรวจเพิ่มเติมกับหมอหูคอจมูกเพื่อหาสาเหตุต่อไปครับ
https://www.agnoshealth.com/forums/%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B8%A1%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD/815,มีติ่งเนื้อยื่นลงมาที่เพดานปากเป็นอะไรคะ,"เนื่องจากหมอไม่ได้เห็นโดยตรง อาจจะระบุชัดเจนไม่ได้ว่าเป็นอะไรนะครับ แต่ถ้าพูดถึงก้อนบริเวณเพดานปาก จะมีลักษณะที่ผลได้เป็นปกติในบางคนและไม่ได้อันตรายครับ เรียกว่า ""ปุ่มกระดูกในช่องปาก"" ครับ ถ้าเป็นลักษณะนั้นถือว่าเป็นปกติและไม่ต้องทำรักษาอะไรเพิ่มเติมเป็นพิเศษครับ"
https://www.agnoshealth.com/forums/%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%A1%E0%B8%94%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD/156,คุณหมอคะ มีเรื่องจะปรึกษาค่ะ คือว่า วันนี้ปัสสาวะปกติค่ะ สีเหลืองอ่อน ใส ไม่ขุ่น ไม่มีฟอง ปัสสาวะไม่แสบขัด ไม่คัน ตัวไม่บวม หน้าแข้ง เท้า ไม่บวม แต่ว่า มีเศษ มีเยื่อๆสีขาวปนมาด้วยค่ะ เพิ่งเป็นวันนี้ ส่วนตัวไม่ได้มีตกขาวค่ะ กลัวว่าโปรตีนจะรั่วมากๆค่ะ ตรวจสุขภาพเมื่อเดือนที่แล้ว ค่า Cr 0.77 ค่า egfr 107.90 ค่ะ กังวลว่าจะเป็นโรคไตค่ะ หาในเน็ตเขาบอกว่ามีอาการเหมือนโปรตีนรั่ว,โดยปกติภาวะที่มีโปรตีนรั่วในปัสสาวะจะมีอาการเริ่มต้นคือปัสสาวะเป็นฟองเยอะครับ สำหรับอาการที่มีเยื่อขาวๆปนมากับปัสสาวะอาจเกิดจากกระเพาะปัสสาวะอักเสบ หรือนิ่วในทางเดินปัสสาวะก็ได้ครับ หมอแนะนำให้ลองไปพบแพทย์ระบบทางเดินปัสสาวะที่โรงพยาบาลเพื่อตรวจร่างกายและตรวจปัสสาวะเพิ่มเติมครับ หากมีความผิดปกติจริงจะได้ทำการรักษาต่อไปครับ
https://www.agnoshealth.com/forums/%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AB%E0%B8%A5%E0%B8%AD%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%83%E0%B8%88/318,"ตามข้อมูลในแบบสอบถามนะครับ
ข้อมูลเพิ่ม
ผมเป็นแบบนี้ตั้งแต่เด็กแล้ว ที่จำได้ครั้งแรกตอน ป5-6 เนี่ยแหละ เจ็บแน่นหน้าอกทะลุไปข้างหลังเลย มันจะเจ็บมาก ต้องพยายามหายใจเข้าออกลึกๆจะพอช่วยได้
 เป็นๆหายๆ ประมาณปีละ1-2ครั้ง ครั้งนึงเป็นประมาณ20นาทีได้ 
พอวินิฉัยได้ไหมครับผมเป็นอะไร",สวัสดีครับ อาการเจ็บหน้าอกทะเลไปหลังมีสาเหตุได้จากหลายอย่าง ตั้งแต่กรดไหลย้อน หัวใจขาดเลือด เยื่อหุ้มหัวใจอักเสบ หรือหลอดเลือดแดงใหญ่ฉีกขาดก็ได้ อย่างไรก็ตามถ้าอาการเป็นๆหายๆและเป็นมาตั้งแต่เด็กก็จะคิดถึงภาวะทางหัวใจน้อยลงครับ ถ้าอยากตรวจเพื่อวินิจฉัยโรค หมอแนะนำให้ไปตรวจเพิ่มเติมที่โรงพยาบาล อาจต้องทำการตรวจคลื่นไฟฟ้าหัวใจ ตรวจเลือด หรือเอกซเรย์เพิ่มเติมต่อไปครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A1%E0%B8%93%E0%B9%8C%E0%B8%AA%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%B1%E0%B9%89%E0%B8%A7/396,กังวลว่าจะเป็นโรคนี้มากเลยค่ะ ตลอดหลายๆเดือนที่ผ่านมารู้สึกว่าตัวเองคิดมากผิดปกติ ใครพูดอะไรนิดเดียวเก็บเอามาคิดตลอด ร้องไห้เก่งมากช่วงนี้ เป็นหนักในหลายๆเรื่องเลยค่ะ ไม่ว่าจะเป็นการน้อยใจ เบื่อ เครียด หงุดหงิดโมโหง่ายมากช่วงนี้ แยกตัวมาอยู่คนเดียวบ่อยขึ้น ไม่ค่อยพูดเหมือนแต่ก่อนรู้สึกว่าตัวเองไม่มีชีวิตชีวาเลยค่ะ เบื่ออาหารมากๆทั้งที่เป็นคนชอบกิน แต่บางวันอยู่ดีๆก็จะอารมณ์ดีทั้งวัน คึกมากเป็นพิเศษพูดไม่หยุด เป็นแบบนี้บ่อยมากค่ะ เดี๋ยวดีเดี๋ยวร้าย เดี๋ยวก็มีความสุขเดี๋ยวสักพักก็เศร้า,สวัสดีครับ จากอาการที่แจ้งมาในเบื้องต้นหมอคิดว่ามีความเสี่ยงที่จะเป็นอาการของโรอารมณ์สองขั้วหรือไบโพลาร์ได้อยู่พอสมควรครับ เนื่องจากมีลักษณะอารมณ์ที่ผิดปกติทั้งในแบบที่มีอารมณ์เศร้ามากเกินไปและดีมากผิดปกติสลับกัน ซึ่งโดยปกติแล้วการยืนยันการวินิจฉัยจะทำได้โดยการพูดคุยกับจิตแพทย์เพื่อประเมินอาการครับ ในกรณีนี้หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลเพื่อประเมินอาการยืนยันให้ชัดเจนอีกครั้งก่อน เพื่อให้มีการรักษาที่เหมาะสมต่อไปให้อารมณ์กลับมาเป็นปกติครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%8B%E0%B8%B6%E0%B8%A1%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B9%89%E0%B8%B2/465,อยากหนีออกจากบ้าน แต่ก็กลัวเขาเสียใจ แต่จิตใจความรู้สึกตอนนี้เริ่มรับไม่ไหวแล้ว อยากไปอยู่ที่ไหนก็ได้ไม่ใช่ที่บ้านแค่คิดว่าต้องกลับบ้านก็ร้องไห้แล้ว ร้องไห้ติดกันมาหลายวันแล้ว,สวัสดีครับ จากที่อาการที่ทำแบบประเมินมาอยู่ในกลุ่มที่เสี่ยงต่อการเป็นโรคซึมเศร้า ก็เป็นการบ่งบอกว่าในขณะนี้ตัวของเราจำเป็นต้องได้รับการดูแลทางด้านจิตใจครับ ความรู้สึกที่อยากหนีออกจากบ้านก็อาจเป็นผลมาจากเรท่องนี้ได้ครับ ในเบื้องต้นหมอแนะนำให้ไปพบจิตแพทย์เพื่อพูดคุยประเมินอาการรวมถึงให้คำปรึกษาเพิ่มเติมดูก่อนครับ เพื่อที่จะได้มีการรักษาและให้คำแนะนำที่เหมาะสมต่อไป และถ้าหากต้องการกำลังใจ ต้องการคนรับฟัง คนเข้าใจในช่วงนี้ จิตแพทย์ก็จะช่วยในการทำหน้าที่เหล่านี้ให้ได้ครับ
https://www.agnoshealth.com/forums/%E0%B9%84%E0%B8%AA%E0%B9%89%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B8%B5%E0%B8%9A/381,ผมมีก้อนใกล้ๆรูทวารระหว่างอัณฑะกับรูทวาร ผมอยากทราบว่ามันเป็นอะไรครับผมครำๆดูมันเป็นก้อน,ก้อนที่บริเวณระหว่างอัณฑะกับทวาร เกิดได้จากหลายสาเหตุ หากก้อนมีลักษณะปวดบวมแดงร้อน อาจเป็นฝีหนองได้ การรักษาคือการทานยาฆ่าเชื้อ เช่น clindamycin แต่หากก้อนไม่ได้มีลักษณะดังกล่าวก็อาจเป็นจากต่อมน้ำเหลืองอักเสบจากโรคติดเชื้อเพศสัมพันธ์ หรือสาเหตุอื่นๆได้ หมอแนะนำให้ไปตรวจเพิ่มเติม เพื่อให้ได้รับการวินิจฉัยที่ถูกต้องต่อไปครับ
